Time	S1	S2	I1	I2	Y1	Y2	R1	R2	D1	D2	V1	V2	NewI	NewY
44.120879	93611.226175	402042.493160	11347521.454132	10405056.477383	402731.139757	191343.721822	20113882.992035	13018524.339971	178521.187900	3155453.967664	0.000000	0.000000	58813033.280665	869001.042205	
45.123626	72456.234931	334563.416847	10517549.942320	9698541.842942	423486.401124	203542.646048	20936912.212906	13631082.739879	185863.208719	3304690.354284	0.000000	0.000000	58901667.348222	946154.392088	
46.126374	57041.908407	281970.337538	9744296.478099	9030143.348084	440997.150839	214329.908040	21701266.016910	14202270.189493	192666.445745	3443707.216846	0.000000	0.000000	58969674.754056	1020843.819826	
47.129121	45671.105766	240534.517242	9025101.589791	8400572.463816	455355.302750	223698.932074	22411171.521534	14734528.761903	198968.480159	3573086.324965	0.000000	0.000000	59022481.376992	1092817.927206	
48.131868	37176.360150	207541.108912	8357025.307111	7809540.030142	466692.779215	231667.925002	23070568.809828	15230265.044386	204804.743697	3693406.891558	0.000000	0.000000	59063969.530939	1161901.942297	
49.134615	30701.002558	180932.419829	7737064.797722	7256184.854056	475170.258972	238274.257451	23683123.411409	15691797.751651	210208.529340	3805231.717013	0.000000	0.000000	59097053.577613	1227981.180650	
50.137363	25680.515472	159254.963283	7162156.459494	6739120.215426	480975.968523	243573.525709	24252243.922396	16121363.864214	215211.134116	3909108.431367	0.000000	0.000000	59123751.521245	1290998.291658	
51.140110	21749.995028	141446.117706	6629267.192149	6256663.946946	484310.384288	247632.714048	24781098.558513	16521111.954505	219841.870022	4005566.266795	0.000000	0.000000	59145490.887267	1350942.234315	
52.142857	18653.540642	126723.477275	6135521.136556	5807009.846661	485374.306466	250524.863613	25272591.263969	16893058.470797	224127.752366	4095104.341655	0.000000	0.000000	59163309.982083	1407836.119904	
53.145604	16184.815096	114445.310504	5678186.373170	5388345.996965	484370.015956	252327.116317	25729432.668524	17239106.823755	228094.127255	4178195.752459	0.000000	0.000000	59178056.874400	1461724.395802	
54.148352	14184.716857	104103.682720	5254673.659564	4998860.084159	481501.307569	253120.625727	26154143.613451	17561048.733126	231764.702560	4255287.874268	0.000000	0.000000	59190398.600423	1512672.346609	
55.151099	12540.826306	95321.939579	4862531.516752	4636737.684429	476974.161527	252990.689884	26549059.900331	17860567.509719	235161.595084	4326803.176389	0.000000	0.000000	59200824.234115	1560765.783771	
